id,tweet,polarity,Clean
1467899025,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! ",0,still sick feeling bit better got new medicine ... hope feel good night sleep oh suppose snow damn
2324113552,worked on 5 bone marrow cases today! All + for cancer! ,0,worked bone marrow cases today cancer
1468042132,It was a sleepless night ,0,sleepless night
1467985185,"@d_castillo ugh, that's disconcerting ",0,@d_castilo damn that's disconcerting
1980282216,forgot about my english coursework &amp; my ipod is banjaxed; today is just not my day ,0,forgot english coursework ipod banjaxed today day
2179698078,@TweetRamona too bad it's in seattle.. ,0,@twetramona bad seatle ..
1467985259,MY TWEETS ARENT GOING THROUGH ,0,twets arent going
2299794306,@SeattleRealEst8 439 calories; 28 grams of fat; 41.7 carbs...  by by Mexi-Fry.,0,@seatlerealest calories grams fat carbohydrate ... mexi-fry
1695998263,@mglickman that reminds me of a bit howard stern did back in the day about oprah eating a lot.  i wish i could find it on the net. ,0,@mglickman reminds bit howard stern back day oprah eating lot wish could find net
2175909248,Is wondering why it's always warm when she leaves London in the morning &amp; freezing when she gets to Woking ,0,wondering always warm leaves london morning freezing gets woking
1467932979,@lolitariot oh no  hope you're not getting sick too!,0,@lolitariot oh hope getting sick
1468036579,@mykele sayyyy whaaaa? I wasn't invited... ,0,@mykele say wha invited ...
1467913111,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",0,woke accident pushing pushing crying could not stop wetting pants
1980105719,"@sweetbaboo1979 Have 2 -Angel is our old gal, nearly 11 and Sadie is her daughter. Angel's age catching up 2 her-cancer,joint failure  ",0,@swetbabo angel old gal nearly sadie daughter angel's age catching her-cancer joint failure
1556068472,Hmm im usually dead rite now...ugh skool monday..no more oprah ellen or kathie lee and hoda     i wish u went to skool for a millisecond!!,0,hm im usually dead rite ... damn skol monday .. oprah elen kathie lee hoda wish went skol millisecond
2252521888,I have had a 102. Fever all night. ,0,fever night
2063299796,Who invented hayfever? ,0,invented hayfever
1989549312,Wishing the Cavs were in the NBA Finals...we just can't let it go ,0,wishing cavs nba finals ... can not let go
1468031439,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",0,@endearingevania sure wish could go guys tmrw per usual school interferes
2202091896,@AshleyLTMSYF hiya how r u? shame i missed u in Sydney. i was sick.i heard yall rocked!!! i missed the a/party 2 which i was invited to ,0,@ashleyltmsyf hiya shame mised sydney sick heard yal rocked mised party invited
2200029856,#haveyouever wished microsoft never had to update xbox live? i'm so sad i can't play cod4 live. ,0,#haveyouever wished microsoft never update xbox live i'm sad can not play cod live
1467876133,has lost his ring. It's no-where to be seen ,0,lost ring no-where seen
2206892331,Trying to set up Xbox Live and failing tremendously...brain ache ,0,trying set xbox live failing tremendously ... brain ache
1882993898,@TerrenceJ106. U should have told her and that voice box gone b bad 2 if ur ass keep on smokin them cancer sticks  lol,0,@terencej told voice box gone bad ass keep smokin cancer sticks very funny
1759089904,awhh.   going home from Vegas. :'(      but im going back in June,0,awh going home vegas :'( im going back june
2238285997,i really feel bad bout eating a cheeseburger and a donut for dinner  ugh! i so need to burn this off tomorrow! :| darn McDonalds!!!!,0,really feel bad eating cheeseburger donut dinner damn need burn 2morrow :| darn mcdonalds
1932332597,oh my gooooooodness!!!! the cavs down 3-1!! ,0,oh godnes cavs
1982348564,I would have bet a hundred bucks it would b Cleveland &amp; LA in the finals. Thought it was Lebrons year ,0,would bet hundred bucks would cleveland la finals thought lebrons year
2070393327,@Lowjacker twitter top trends pisses me off. Oprah and the other tv celebs totally ruined twitters vibe. ,0,@lowjacker twitter top trends pises oprah tv celebs totally ruined twiters vibe
2250870150,"I haaattte hayfever. Piriton, claritin and antihistamines seem to not make any difference ",0,hate hayfever piriton claritin antihistamines seem make difference
1680198701,The people here in Argentina say Obama will be the next JFK....  it is very bad but is the sad truth....,0,people argentina say obama next jfk ... bad sad truth ...
2188709688,"Headache, bed, work in the morning, then busy all day tomorrow. ",0,headache bed work morning busy day 2morrow
1981120647,@Egyptsaidso u were right about lastnites game  damn i still love Lebron!lol,0,@egyptsaidso right lastnites game damn still love lebron very funny
2182725318,England are rubbish. Wrong captain. Wrong selection. Only 2 batsmen. Jimmy Anderson was awful. Gutted. ,0,england rubbish wrong captain wrong selection batsmen jimmy anderson awful guted
1467930017,stuck at home ,0,stuck home
2175776911,@cateycancer ohhh??? That bad huh  u still got pink in your hair where you working??,0,@cateycancer oh bad huh still got pink hair working
2188783186,06:38 to London Liverpool Street. A bit of time to sort my photographs and to start reading Dot Robot. Didn't find time for a coffee ,0,london liverpol street bit time sort photographs start reading dot robot did not find time coffee
2198021691,"Sadly, Obama is the later ",0,sadly obama later
2204513867,@britneyspears I should have gone to see you in london! ,0,@britneyspears gone see london
2001056928,@davidschwimmer cold!!!??? Here in London it's been awful. We get a humid sticky heat. Not great to work in ,0,@davidschwimer cold london awful get humid sticky heat great work
2204488979,@dan_jf It's very handy but unfortunately it appears to have borked my Facebook status column ,0,@dan_jf handy unfortunately apears borked facebok status column
1468014571,Work laptop is officially dead .. Not happy at all.. ,0,work laptop officially dead .. happy ..
1467837888,@Henkuyinepu it's overrated ,0,@henkuyinepu overated
1999578367,@oprah Tyler Perry was a first time voter?........ Australia is wayyyy behind in Oprah eps. ,0,@oprah tyler perry first time voter ... australia way behind oprah episode
1976978005,i guess it's over for the cavs..... ,0,guess cavs ...
1467894749,wishing i was home underneath my covers ,0,wishing home underneath covers
2016118429,@Rocker182 Sweet. No better game to be able to play anywhere than that. Too bad I don't have my PSP on me today. ,0,@rocker sweet better game able play anywhere bad do not psp today
1558591211,My carelessness led to wiping out all contacts on my iPhone ,0,carelessness led wiping contacts iphone
2057317515,Urgh damn hayfever  my eyes are soooo itchy.  *rubs eye madly*,0,damn damn hayfever eyes itchy rubs eye madly
1468006137,"Wrote exactly three lines of dialogue tonight, then gave up. ",0,wrote exactly three lines dialogue tonight gave
2204666389,"Maybe eating McDonalds, downing a sherbet fountain &amp; washed it down with warm coke..I feel a bit queasy. And quite a bit foamy ",0,maybe eating mcdonalds downing sherbet fountain washed warm coke .. feel bit queasy quite bit foamy
1973089933,Stressed.... Headache..... Stressed ,0,stresed ... headache ... stresed
1982967985,It's no longer sunny in Seattle.  http://tr.im/sunnyinseattle,0,longer sunny seatle
1468056316,I'm doing my homework. It's gosh darn hard!! ,0,i'm homework gosh darn hard
1980316231,Wee man is away to Englandshire with Gran and Grandad. That'll be me lost for the rest of the week. ,0,wee man away englandshire gran grandad that'l lost rest wk
1680347120,@ mcdonalds with my litto sis aka cuzin lol cristyyyyy ,4,mcdonalds lito sister aka cuzin very funny cristy
1835259469,@AnnaSaccone Love your new cards!   I would definitely hire you ;).,4,@anasacone love new cards would definitely hire ;)
1983068285,@supricky06 that was one of the most enjoyable experiences I've had on YouTube. Well done  http://bit.ly/1a7zPw,4,@supricky one enjoyable experiences i've youtube well done
1559842363,Dallas vegas goodness  http://twitpic.com/3lzt1 On my way to to the SusCon ,4,dalas vegas goodness way suscon
1999078293,@JBsFanArgentina Hey I luv this pic!!! was amazing of the last CHAT of The JB in FACEBOOK! ,4,@jbsfanargentina hey love pic amazing last chat jb facebok
2053185460,@llmatticusll yuuuup! 9 miles  it's for cancer! for a good deed!,4,@lmaticusl yup miles cancer good deed
1565998071,"@seanmurphymusic I'am in love with Taylor Swift's &quot;Crazier&quot; and I think you should definitely do a cover of it, it'll be beautiful  &lt;3",4,@seanmurphymusic i'am love taylor swift's crazier think definitely cover it'l beautiful
2190562741,"Had a piece of fried chicken, some PSP luv and now off to bed. ",4,piece fried chicken psp love bed
1973399754,"@mileycyrus BRAZIL LOVES U SO MUCH!! YOU ARE AWESOME, MILEY! COME TO BRAZIL.. WE CAN'T FOR THIS DAY COME ",4,@mileycyrus brazil loves much awesome miley come brazil .. can not day come
1965391855,@SilMuri yeah that'd be awesome... You're gonna be the new Oprah! Freakin' yeah  *ninja-rolls over to Sil to eat chocolate*,4,@silmuri yeah that'd awesome ... gona new oprah freakin yeah ninja-rols sil eat chocolate
1467987672,@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! ,4,@daniasheonline aw caled sexy nice rock dani made night girl happy i'l give props anytime
2000270889,"@McChelsea get a glass of wine, a nice book, and just chillax out there.  oh wait, it's seattle, i'll probably rain. hah ",4,@mchelsea get glass wine nice book chilax oh wait seatle i'l probably rain hah
1550736352,"Had to happen, @Oprah is on twitter, and only after 24 hours, she's got 260,371 followers and counting...  You go girlfriend!",4,happen @oprah twitter hours got folowers counting ... go girlfriend
1967963720,THE LAKERS ARE SO GOING TO WIN AND ADVANCE TO THE FINALS ,4,lakers going win advance finals
1468005311,@lightinthesky wow. enjoy! ,4,@lightinthesky wow enjoy
1467990416,i drew a cute baby zebra i think he is my favorite so far ,4,drew cute baby zebra think favorite far
1468021160,Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.,4,went calgary lads gaspar sit boot watch flames versus la kings calgary nice night
1979149789,@batistini21 lols you go for the cavs. orlando owned them today ,4,@batistini lols go cavs orlando owned today
2050078540,@CCArquette ps. please try to see if you get Cougar Town to be broadcast internationally!!! im brazilian but such a great fan of yours! ,4,@carquete ps please try see get cougar town broadcast internationally im brazilian great fan
2046866302,I L&lt;3VE Taylor Swift.She is just so amazing and her music is wonderfull and makes me so happy. ,4,l taylor swift.she amazing music wonderful makes happy
1467918096,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha,4,fine-tuning part song mady making sounding good feel pro very funny
2008626683,Gran Turismo on PSP! FF13 to be on PC! What more can I ask for?! Gran Turismo 5 on PC perhaps? ,4,gran turismo psp f computer ask gran turismo computer perhaps
1960821853,@dornx give me time and ill come with you sa london! haha. good luck with that! ,4,@dornx give time ill come sa london haha good luck
1467971939,hanging out with biology til 4am woo  !,4,hanging biology til woo
1467917300,"Happy Morning, la toat? lumea!  ",4,happy morning la toat lumea
1548496948,Watching Oprah that I had taped from earlier! It's was about Twitter today! ,4,watching oprah taped earlier twitter today
2067126108,Chrisette Michelle just came on the ipod . she's so mellow ,4,chrisete michele came ipod mellow
1968082909,Lakers! Going to the finals!! Weee! ,4,lakers going finals wee
2257073099,"Getting my hair cut while texting with my brother and getting updates about Iran  &amp; the baseball game. God, I love my iPhone!",4,getting hair cut texting brother getting updates iran baseball game god love iphone
1467990301,@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations ,4,@iluvnkotb wants follow folows twitter nice organizations
1468006104,@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! ,4,@dmf sweet big hi
2192673181,@scrambledeggos Seattle is very nice. So green it reminds me of Germany ,4,@scrambledegos seatle nice green reminds germany
2031911307,great song  @Sharpatoulas: &quot;seattle's best&quot; ♫ http://blip.fm/~7mki1,4,great song @sharpatoulas seatle's best ♫
1751574773,@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face. ,4,@taylorswift taylor swift think pretty makes heart melt everytime see face
2066535902,starbucks &amp; tanning. good start for today ,4,starbucks tanning good start today
1759502287,"@Oprah We are so happy to have you back in the Tarheel State, even if you are in Blue Devil country ",4,@oprah happy back tarhel state even blue devil country
1881097261,Not long till LONDON BABY!!!  and then the EMIRATES ON SUNDAY!!!!  YEAH!! cant wait... ,4,long till london baby emirates sunday yeah can not wait ...
1824369536,"I got back from Brazil last week, and everyone there is good. Here we are in full force preparing for the arrival of our boy ",4,got back brazil last wk everyone good full force preparing arrival boy
2011034549,"@MissSydneyJ Im good, lol... I feel awake ",4,@misydneyj im good very funny ... feel awake
1967926543,The Lakers got it..  hahaah this is why i love LA,4,lakers got .. hahah love la
1468037411,pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!,4,pierce surprised w koi fish today he's best mention he's remodeling whole apt i'm grateful life
1467953838,Still up. Playin cards with the girls. ,4,still playin cards girls
2189616175,"I have a great fun day with my best friend!! Watch pride and prejudice, eat mcdonalds and taking funny videos ",4,great fun day best friend watch pride prejudice eat mcdonalds taking funny videos
1467936123,@nicolerichie that was my favorite show/series when i was little! ,4,@nicolerichie favorite show series little
1467841175,"@beycah Good for you Becca, have a good sleep. ",4,@beycah good beca good sleep
1967961954,Yeah Lakers!!!!!! I am so stinkin' excited!!! Now the cavs need to shut the magic out for the best finals possible!! ,4,yeah lakers stinkin excited cavs need shut magic best finals possible
1978262839,@seodubai Go #Lakers go!  Good morning!,4,@seodubai go #lakers go good morning
1685303578,"@nick_carter Don't forget my dear, you'll always be in my mind and my heart ok?  BIG kiss and special affection from me (Brazil)! I ? u!",4,@nick_carter do not forget dear you'l always mind heart ok big kiss special affection brazil
1994187668,"Wow Announcement of new Halo game from Bungie  HALO: Reach - this rumor was true too, scheduled for 2010 #xboxe3",4,wow announcement new halo game bungie halo reach rumor true scheduled #xboxe
1964959305,@hotglassblower Oprah would have touched your feminine side today and since you luv her som much I even DVR'd it ,4,@hotglasblower oprah would touched feminine side today since love som much even dvr'd
1468039437,im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?,4,im glad good time wntd something nice
1967342614,Lakers up 13 at half ! Looking good !! ,4,lakers half looking good
1467990285,"@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) ",4,@alix_says like school except there's even homework everyone's lot nicer normally
1994142180,"#xboxe3 Gameplay looks awesome, just as always from Bungie! ",4,#xboxe gameplay loks awesome always bungie
1994102754,"One more air crash  , Air France aircraft from Brazil to Paris was lost in mid Atlantic ",0,one air crash air france aircraft brazil paris lost mid atlantic
2267117862,Bye bye Vegas! Helloo long ass drive home ,0,bye bye vegas hello long ass drive home
1467973313,"@Shantymanfan I got your package! Wow, I'm so excited! My very own one! So, do I plant it in a pot for now, and water it till it grows? ",4,@shantymanfan got package wow i'm excited one plant pot water till grows
2050433216,"@EP31 we have soccer, too~! The New England Revolution, aka the Revs!  TAYLOR TWELLMAN FTW",4,@ep soccer new england revolution aka revs taylor twelman for the win
2211068713,@Lakers girls better do something amazing atthis parade!Most likelythey will just ruin thebeauty thatis goinon  unfortunately they SUCK!!!,0,@lakers girls better something amazing athis parade likelythey ruin thebeauty thatis goinon unfortunately suck
2266149167,@ObamaNews Your pages are being redirected to nowhere.  ,0,@obamanews pages redirected nowhere
2062485716,ugh ran to mcdonalds.. so hungry. no time to eat ,0,damn ran mcdonalds .. hungry time eat
2266794704,has hayfever  and can't be arsed with being grounded. i hate it.,0,hayfever can not arsed grounded hate
1467824856,loving life... and loving you ,4,loving life ... loving
1468000812,@AmberPacific i know i dont know why i said that ,0,@amberpacific know do not know said
1685666978,"@vishnupsp yea man, Missing #bck5 really hard.  I am at Ma College of Engg, Kothamangalam, what do you do..?",0,@vishnupsp yea man missing #bck really hard college eng kothamangalam ..
2195338217,"@Nahrain yeah, the torturer (Lynndee England), she's another sick puppy. ",0,@nahrain yeah torturer lynde england another sick puppy
2223904374,@brennasaurus  Lame! Mom said she has to work all say on Saturday. :'(,0,@brenasaurus lame mother said work say saturday :'(
1467986559,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,0,@enterbeladona duno use forum get frustrated i'l miss talking
2218208927,My ninong Mike died yesterday..  Please pray for him. Everyone's sad about that. Facebook stats.. ,0,ninong mike died yesterday .. please pray everyone's sad facebok statistic ..
2238654745,Damn u silverstone. wotya have to hold the racing on the day i'll be travelling back from middle england!! Booo!! ,0,damn silverstone wotya hold racing day i'l traveling back middle england boo
2249107903,continental check-in at seatac was so brutal. waited 30 minutes to get my boarding passes printed... worse yet... starbucks is closed. ,0,continental check-in seatac brutal waited minutes get boarding pases printed ... worse yet ... starbucks closed
1978545952,@ab3dj  Poor cavs....all that hard work. ,0,@abdj poor cavs ... hard work
2218188308,Completely forgot that Trav wanted to play XBox tonight ,0,completely forgot trav wanted play xbox tonight
2008026571,I forgot my iphone at home. I feel naked without it ,0,forgot iphone home feel naked without
2188796341,"Going to bed early, I got a headache...  ",0,going bed early got headache ...
2233530283,"Worried about my friends who had a break-in-- 2 laptops stolen, nothing else. iPod Nano was left on the dining table. Data backed up, but ",0,worried friends break-in laptops stolen nothing else ipod nano left dining table data backed
1932652218,@RubyRose1 prop 8 didn't pass... again? OMG why does it even have to go to a vote. Obama should just work his magic? ,0,@rubyrose prop did not pass ... shocked even go vote obama work magic
2187920291,Going to bed. I am not feeling well today. Got a fever. ,0,going bed feeling well today got fever
2069563222,I keep drinking coffee wishing it was Starbucks ,0,keep drinking coffee wishing starbucks
2060852332,"@drewkolar my dad threw me out, I'm at my grandma's tonight.. and I need a drinking buddy  but I'm in Brazil, not really around the corner",0,@drewkolar dad threw i'm grandma's tonight .. need drinking buddy i'm brazil really around corner
2068028521,exhausted and I have a brutal headache ,0,exhausted brutal headache
2003014069,"Loss it tough for fans and Lebron, yes indeed  http://tr.im/n9Cr",0,loss tough fans lebron yes indeed
2251419270,Shiny new white 32Gb iPhone 3G S unboxing will need to take place later due to other priorities ,0,shiny new white gb iphone g unboxing need take place later due priorities
2253750161,"Jogging, isnt REALLY that cool, especially if you've got a fever ",0,joging isnt really cool especially got fever
2207540245,"Waiting for him. Hopefully he gets on facebook soon. Something is wrong though, some people can't write on my wall. Hope it's fixed soon. ",0,waiting hopefully gets facebok soon something wrong though people can not write wall hope fixed soon
1467854706,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. ,0,i'm stuck awake middle night second day row felt terrible yesterday
2009988523,"@Michael_Cera starbucks is the best. i work there, i should know  what're you getting there?",4,@michael_cera starbucks best work know what're getting
2296424580,Is starting to think Obama was all hype    same old politicians,0,starting think obama hype old politicians
2256282440,Kelly Clarkson CD is already in.  This is going to be a long ride to Scranton with @annibannani2 and @fakealvy. I #blamedrewscancer.,0,kelly clarkson cd already going long ride scranton @anibanani @fakealvy #blamedrewscancer
1564688640,Feels sad my best friend Skippy is not going to be in London  Thanks for ruining that T! ;),0,fels sad best friend skippy going london thanks ruining ;)
1685337831,I wish Fallout 3 was on the PSP...but only because that's all I have with me right now ,0,wish falout psp ... that's right
1467935628,"@CheapyD sweet, new episode of cagcast, thnx cheapy ",4,@cheapyd sweet new episode cagcast thnx cheapy
1836028000,@googoodolls http://twitpic.com/56m0y - Really nice!  Grettings from Brazil =P i love goo goo dolls (L',4,@gogodols really nice gretings brazil =p love goo goo dols l
2204876460,-gasps- dananananaykroyd touring aussie ....  GRRR WHY ALWAYS SYDNEY AND MELBZ FFS,0,gasps dananananaykroyd touring ausie ... grr always sydney melbz fs
1993817089,Modern warfare 2 gameplay looks goood  #xboxe3,4,modern warfare gameplay loks good #xboxe
2055745238,England have won the rugby they played like a well oiled machine ,4,england rugby played like well oiled machine
2039738654,eating mcdonalds and watching b work out!  yum! I need to start working out. flabs do not look good on the beach! lols,4,eating mcdonalds watching work yum need start working flabs look good beach lols
1977088625,"magic vs lakers... I kno my baby @erik_jamaal is happy, but im so not interested in this match up. idk who I will root 4 ",0,magic vs lakers ... know baby @erik_jamal happy im interested match i dont know root
1974642639,@JonasBrothers I LOVE YOU MR PRESIDENT&lt;3 my friend doesnt know about mr president &amp; she thought I said i love obama HAHA! ,4,@jonasbrothers love mr president friend doesnt know mr president thought said love obama haha
1468033194,@stephenkruiser I'm so sorry to hear about your dog ,0,@stephenkruiser i'm sorry hear dog
2052051192,@Shari58 Still got the fever ,0,@shari still got fever
1978768368,Guess I will go to bed...Cavs lost ,0,guess go bed ... cavs lost
1976962520,ouchyyy booo  headache! going to beed right now. even when its 7:42 oouuuch,0,damn boo headache going bed right even ouch
1967985329,And the west was won! Yeah lakers! ,4,west yeah lakers
1975392285,Mr. iPod is sick ,0,mr ipod sick
1468021282,"Well, that sucked. ",0,well sucked
1467971217,"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots ",4,way ... never imagined i'd folowers thank even robots
2045381352,@SeattleWillow Have a nice time work! ,4,@seatlewilow nice time work
2254977181,so glad it isn;t as hot today as yesterday...yet. Still can't shake this headache. ,0,glad hot today yesterday ... yet still can not shake headache
2069807761,At starbucks with my new sister  learning her new phone.,4,starbucks new sister learning new phone
1881614899,@AnnaSaccone sounds yummy! i hate now living on practically nothing! ,0,@anasacone sounds yummy hate living practically nothing
1467906151,@Poohpot lmao im sorry poohpot i ate it all! ,0,@pohpot very funny im sorry pohpot ate
2326395653,have a really sore throat and i think i also have a fever  not good,0,really sore throat think also fever good
1548528100,Ashton is going to be Oprah!  All hail the Twitter King! LOL!,4,ashton going oprah hail twitter king very funny
1468034673,Listening to Bjork's All is full of Love... crying ,0,listening bjork's full love ... crying
2240602094,@ImajicArt 3 month cancer battle. ,0,@imajicart month cancer battle
2206742783,"Is it raining in the north end? Too bad, that has no effect on the record of dry days in a row in SEATTLE. We northenders don't count. ",0,raining north end bad effect record dry days row seatle northenders do not count
1467814180,this week is not going as i had hoped ,0,wk going hoped
1467873227,I'm really cold. I don't want to go to sleep yet but there's nothing to do ,0,i'm really cold do not want go sleep yet there's nothing
1828030638,@dpburland yes i think i might just do that hehe might watch sleepless in seattle my fave ,4,@dpburland yes think might hehe might watch sleepless seatle fave
1467971357,Just saw Sunshine Cleaning. I love Amy Adams ,4,saw sunshine cleaning love amy adams
2258562048,i'm bored dude ¬¬ nobody wants to take me to mcdonalds... ,0,i'm bored dude ¬ ¬ nobody wants take mcdonalds ...
1467862213,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,0,@djalizay really do not think people choose way think chose accept family's help might dead
1979900633,@Miss_Kookie  im good mad my CAvS lost ,0,@mis_kokie im good mad cavs lost
1468052063,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,0,@kal_pen sad kutner favorite new team
1751036928,@wale I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him &amp; I'm taking it personal and I like lebron 2. ,4,@wale i'm gona havta temp stop flwing talkin abt kobe bc love i'm taking personal like lebron
1467989500,OK bedtime for me...  We made it through another Monday!!!  YAY!!!  Night Tweets!    *poof*,4,ok bedtime ... made another monday happy night twets poof
1822865989,http://twitpic.com/5c9gs - A picture of Taylor Swift. I really like this picture. I have an exact one on my walls of my room! ,4,picture taylor swift really like picture exact one wals room
1963173652,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project = ",0,anybody advice use printing biz cards besides overnight bad experience psprint biz card sep project
2058860624,"listening to taylor swift, her music makes me sad ",0,listening taylor swift music makes sad
1957158891,@maryaflower McDonalds coffee beat starbucks by a mile in a blind taste test ,4,@maryaflower mcdonalds coffee beat starbucks mile blind taste test
2266989055,"happy fathers day to all the fathers out there!!!!! unfortunatly im not celebrting, my dad died coz of cancer when i was 8  xxx",0,happy fathers day fathers unfortunatly im celebrting dad died cancer x
2050828881,"@m3L1nd4 not in youtube,, but in dvd.. about the story it's mix between meteor garden and hana yori dango.. you must watch it.. ",4,@mlnd youtube dvd .. story mix meteor garden hana yori dango .. must watch ..
2206318875,I had a dream Michelle Obama was stalking me. She was trying to pin flower broaches one me ,0,dream michele obama stalking trying pin flower broaches one
1467986614,@arataka yay!  you found them!!!  ,4,@arataka happy found
1468037016,GuiPulp is open ,4,guipulp open
1559513777,I can't find my Ipod   Just tore the living room apart and never found it.,0,can not find ipod tore living room apart never found
1995955627,Going to Brians graduation. Wearing Taylor Swift's designed dress. ,4,going brians graduation wearing taylor swift's designed dress
1833721929,@KidFco0L LMAO my throat hurts... Man I told myself I wasn't gonna come back from vegas with an STD rhis trip ,0,@kidfcol very funny throat hurts ... man told gona come back vegas std rhis trip
2177370539,@taylorswift13 you're soooo talented and I wish I could go to one of your concerts! Ily miss taylor swift! ,4,@taylorswift talented wish could go one concerts ily miss taylor swift
1979514746,"@harper I'm in the same boat as you.  Happily, there is a McDonalds close by so we can both enjoy a greasy breakfast.",4,@harper i'm boat happily mcdonalds close enjoy greasy breakfast
1977022578,@elizard I think Mary is working Monday night too  CAVS need a miracle ,0,@elizard think mary working monday night cavs need miracle
2253406898,@psprkl @sdoyon It's bad for their little baby ears ,0,@psprkl @sdoyon bad little baby ears
2232292528,I miss my iPod...life just isn't the same without it ,0,miss ipod ... life without
2003692932,"@mattress i had my ipod to take notes, i just have such a short attention span I forgot by the time my haircut was done. ",0,@matres ipod take notes short attention span forgot time haircut done
1467936920,Finally almost home ,4,finally almost home
2014223504,"@realjohngreen Yeah, Dutch people are up as well ;). Say hi to Sydney for me ",4,@realjohngren yeah dutch people well ;) say hi sydney
1467935121,I wanna be in a punk rock band again ,0,wanna punk rock band
2255524419,"is running a fever after last night, sad face. ",0,running fever last night sad face
2231401627,Facebook is freaking out.  Apparently I have no friends. Yesterday I had 642. ,0,facebok freaking apparently friends yesterday
1985624215,"i just found my old,  broken, pink ipod nano. poor thing ",0,found old broken pink ipod nano poor thing
1977105075,@Cibaby sorry hear bout the cavs ,0,@cibaby sorry hear cavs
1564332091,you know twitter is going places when oprah starts tweeting. oh and larry king! ,4,know twitter going places oprah starts tweting oh larry king
